serviceType,vehicleMake,vehicleModel,vehicleYear,dayOfWeek,durationMinutes
Tire Replacement,Hyundai,Verna,2018,TUESDAY,56
General Inspection,Mahindra,XUV700,2008,SATURDAY,47
General Inspection,Honda,Amaze,2013,THURSDAY,44
Wheel Alignment,Kia,Seltos,2026,SUNDAY,50
Diagnostics,Mahindra,Scorpio,2010,WEDNESDAY,64
Oil Change,Mahindra,Scorpio,2016,FRIDAY,30
General Inspection,Tata,Nexon,2019,MONDAY,38
General Inspection,Maruti Suzuki,Ertiga,2018,THURSDAY,47
Wheel Alignment,Hyundai,i20,2026,SATURDAY,47
Transmission Service,Mahindra,Scorpio,2025,THURSDAY,146
Brake Service,Tata,Nexon,2023,SUNDAY,72
Wheel Alignment,Tata,Punch,2013,SATURDAY,66
Oil Change,Maruti Suzuki,Brezza,2011,TUESDAY,35
Wheel Alignment,Maruti Suzuki,Baleno,2026,TUESDAY,48
AC Repair,Kia,Sonet,2025,FRIDAY,70
Transmission Service,Ford,EcoSport,2010,TUESDAY,132
AC Repair,Ford,Figo,2015,MONDAY,85
Battery Replacement,Tata,Punch,2020,SATURDAY,33
Oil Change,Ford,Figo,2026,FRIDAY,28
Engine Service,Kia,Sonet,2015,SUNDAY,110
Tire Replacement,Toyota,Innova,2011,FRIDAY,62
Brake Service,Toyota,Innova,2008,FRIDAY,80
Transmission Service,Mahindra,XUV700,2015,MONDAY,140
Transmission Service,Maruti Suzuki,Ertiga,2008,SUNDAY,161
Brake Service,Ford,Figo,2016,WEDNESDAY,61
Wheel Alignment,Ford,EcoSport,2009,MONDAY,57
Battery Replacement,Kia,Sonet,2020,WEDNESDAY,36
AC Repair,Ford,Figo,2017,FRIDAY,91
Diagnostics,Ford,Figo,2010,THURSDAY,67
Brake Service,Kia,Seltos,2016,SUNDAY,69
Brake Service,Hyundai,i20,2021,TUESDAY,58
Diagnostics,Honda,City,2026,SATURDAY,70
AC Repair,Toyota,Fortuner,2021,FRIDAY,81
General Inspection,Maruti Suzuki,Ertiga,2012,FRIDAY,53
AC Repair,Honda,Amaze,2014,MONDAY,77
Oil Change,Tata,Harrier,2019,MONDAY,29
Battery Replacement,Tata,Punch,2021,SATURDAY,43
General Inspection,Mahindra,Bolero,2017,FRIDAY,50
Transmission Service,Mahindra,Bolero,2020,WEDNESDAY,140
AC Repair,Honda,Amaze,2018,SUNDAY,81
Wheel Alignment,Toyota,Fortuner,2015,WEDNESDAY,54
Wheel Alignment,Maruti Suzuki,Brezza,2026,FRIDAY,44
Transmission Service,Honda,Elevate,2015,SUNDAY,143
Wheel Alignment,Ford,Figo,2015,FRIDAY,50
Wheel Alignment,Kia,Sonet,2008,FRIDAY,62
Engine Service,Tata,Altroz,2015,MONDAY,85
Transmission Service,Mahindra,Bolero,2021,TUESDAY,116
Tire Replacement,Toyota,Innova,2015,TUESDAY,48
General Inspection,Hyundai,Verna,2012,MONDAY,46
Diagnostics,Hyundai,Verna,2018,WEDNESDAY,58
Engine Service,Mahindra,XUV700,2017,SATURDAY,112
Brake Service,Ford,EcoSport,2012,MONDAY,64
Tire Replacement,Hyundai,i20,2017,WEDNESDAY,42
AC Repair,Maruti Suzuki,Baleno,2015,FRIDAY,78
Oil Change,Hyundai,Creta,2019,MONDAY,33
Diagnostics,Mahindra,Scorpio,2019,FRIDAY,65
Transmission Service,Kia,Seltos,2018,FRIDAY,129
Diagnostics,Hyundai,Verna,2010,FRIDAY,75
Transmission Service,Honda,City,2016,SATURDAY,148
Wheel Alignment,Mahindra,Scorpio,2020,TUESDAY,57
General Inspection,Maruti Suzuki,Baleno,2025,FRIDAY,37
Wheel Alignment,Tata,Altroz,2021,TUESDAY,61
Battery Replacement,Hyundai,Creta,2014,WEDNESDAY,38
AC Repair,Honda,Elevate,2011,MONDAY,84
Wheel Alignment,Honda,Elevate,2022,SATURDAY,55
AC Repair,Hyundai,i20,2025,SUNDAY,74
Brake Service,Tata,Harrier,2020,SUNDAY,69
General Inspection,Ford,Figo,2017,MONDAY,44
Diagnostics,Toyota,Innova,2009,WEDNESDAY,66
Battery Replacement,Honda,Elevate,2019,MONDAY,41
Battery Replacement,Tata,Harrier,2021,THURSDAY,35
Brake Service,Tata,Altroz,2014,TUESDAY,74
Engine Service,Tata,Altroz,2008,TUESDAY,114
Transmission Service,Maruti Suzuki,Baleno,2014,MONDAY,138
Tire Replacement,Hyundai,Creta,2014,WEDNESDAY,47
General Inspection,Kia,Sonet,2019,SUNDAY,50
Oil Change,Ford,Figo,2012,SUNDAY,34
Brake Service,Honda,Elevate,2009,TUESDAY,72
Wheel Alignment,Mahindra,XUV700,2009,MONDAY,62
Tire Replacement,Toyota,Glanza,2013,TUESDAY,51
Oil Change,Honda,Amaze,2012,MONDAY,37
General Inspection,Hyundai,i20,2022,SATURDAY,51
Battery Replacement,Tata,Altroz,2017,MONDAY,40
AC Repair,Toyota,Fortuner,2025,THURSDAY,69
General Inspection,Ford,Figo,2018,SUNDAY,48
Transmission Service,Tata,Harrier,2009,THURSDAY,147
Brake Service,Honda,Elevate,2022,TUESDAY,65
Battery Replacement,Mahindra,Bolero,2010,TUESDAY,37
Battery Replacement,Mahindra,Bolero,2009,SUNDAY,51
Brake Service,Kia,Sonet,2025,WEDNESDAY,58
Wheel Alignment,Tata,Altroz,2023,TUESDAY,48
General Inspection,Tata,Nexon,2012,MONDAY,44
General Inspection,Hyundai,i20,2024,THURSDAY,42
Brake Service,Kia,Seltos,2010,THURSDAY,70
Oil Change,Ford,Figo,2009,SUNDAY,37
Battery Replacement,Mahindra,XUV700,2026,FRIDAY,35
Transmission Service,Toyota,Fortuner,2019,TUESDAY,114
General Inspection,Ford,EcoSport,2013,TUESDAY,42
Battery Replacement,Ford,Figo,2016,TUESDAY,40
Battery Replacement,Hyundai,Venue,2017,TUESDAY,43
Battery Replacement,Maruti Suzuki,Brezza,2013,THURSDAY,38
Wheel Alignment,Kia,Seltos,2014,SATURDAY,59
Oil Change,Honda,City,2017,WEDNESDAY,31
Oil Change,Toyota,Fortuner,2024,THURSDAY,37
Engine Service,Mahindra,XUV700,2016,THURSDAY,106
Brake Service,Kia,Sonet,2010,FRIDAY,75
Brake Service,Honda,Elevate,2022,THURSDAY,62
Battery Replacement,Kia,Sonet,2014,TUESDAY,45
Transmission Service,Mahindra,Scorpio,2015,WEDNESDAY,147
Diagnostics,Mahindra,XUV700,2013,WEDNESDAY,75
Transmission Service,Tata,Nexon,2021,MONDAY,136
General Inspection,Tata,Altroz,2008,SATURDAY,52
Brake Service,Tata,Altroz,2026,WEDNESDAY,64
AC Repair,Honda,City,2012,FRIDAY,90
Brake Service,Mahindra,Bolero,2026,THURSDAY,60
Battery Replacement,Kia,Seltos,2017,SATURDAY,47
Battery Replacement,Hyundai,Verna,2020,MONDAY,36
Engine Service,Hyundai,Venue,2011,TUESDAY,112
Tire Replacement,Maruti Suzuki,Baleno,2025,SUNDAY,51
Transmission Service,Honda,Elevate,2013,MONDAY,136
General Inspection,Tata,Altroz,2011,SUNDAY,53
Wheel Alignment,Maruti Suzuki,Ertiga,2025,TUESDAY,52
AC Repair,Kia,Sonet,2020,WEDNESDAY,78
Transmission Service,Maruti Suzuki,Ertiga,2016,FRIDAY,138
Engine Service,Hyundai,Verna,2017,WEDNESDAY,100
Oil Change,Hyundai,Verna,2013,FRIDAY,31
Engine Service,Ford,Figo,2024,THURSDAY,92
Brake Service,Kia,Sonet,2017,SUNDAY,78
AC Repair,Toyota,Fortuner,2011,FRIDAY,83
Wheel Alignment,Tata,Nexon,2012,SATURDAY,68
AC Repair,Tata,Altroz,2010,TUESDAY,85
General Inspection,Hyundai,Venue,2013,FRIDAY,52
Wheel Alignment,Honda,City,2017,SATURDAY,58
Transmission Service,Maruti Suzuki,Swift,2023,SUNDAY,138
Transmission Service,Ford,EcoSport,2021,FRIDAY,108
Wheel Alignment,Maruti Suzuki,Baleno,2024,SATURDAY,50
Tire Replacement,Maruti Suzuki,Swift,2009,TUESDAY,56
Oil Change,Tata,Nexon,2009,MONDAY,33
Brake Service,Honda,Elevate,2013,FRIDAY,69
Tire Replacement,Maruti Suzuki,Swift,2018,SATURDAY,62
Oil Change,Mahindra,XUV700,2016,TUESDAY,38
Engine Service,Hyundai,Venue,2025,SATURDAY,92
Battery Replacement,Kia,Seltos,2026,SUNDAY,38
AC Repair,Kia,Seltos,2022,SUNDAY,79
AC Repair,Honda,City,2013,SUNDAY,75
Engine Service,Kia,Seltos,2014,SUNDAY,107
Diagnostics,Kia,Seltos,2024,WEDNESDAY,49
Engine Service,Kia,Seltos,2020,THURSDAY,82
General Inspection,Honda,Amaze,2025,WEDNESDAY,42
General Inspection,Honda,City,2024,SUNDAY,45
Battery Replacement,Honda,City,2012,MONDAY,38
Tire Replacement,Mahindra,XUV700,2022,SATURDAY,46
Transmission Service,Maruti Suzuki,Brezza,2018,SATURDAY,169
Oil Change,Kia,Sonet,2023,THURSDAY,29
General Inspection,Hyundai,Verna,2019,SUNDAY,47
Engine Service,Maruti Suzuki,Ertiga,2015,SUNDAY,112
General Inspection,Tata,Punch,2022,THURSDAY,49
General Inspection,Mahindra,Bolero,2021,FRIDAY,51
Engine Service,Honda,Elevate,2017,WEDNESDAY,97
Oil Change,Tata,Punch,2020,WEDNESDAY,31
AC Repair,Kia,Seltos,2019,FRIDAY,82
Diagnostics,Honda,Amaze,2024,FRIDAY,57
Transmission Service,Tata,Harrier,2018,TUESDAY,117
Oil Change,Ford,Figo,2012,FRIDAY,34
Transmission Service,Hyundai,Verna,2016,SATURDAY,134
AC Repair,Kia,Sonet,2010,SUNDAY,93
Diagnostics,Kia,Sonet,2008,FRIDAY,78
Diagnostics,Toyota,Fortuner,2023,WEDNESDAY,57
Engine Service,Mahindra,Bolero,2026,WEDNESDAY,87
Engine Service,Honda,Elevate,2024,SUNDAY,103
Wheel Alignment,Maruti Suzuki,Brezza,2022,TUESDAY,51
Brake Service,Honda,Amaze,2026,FRIDAY,69
Engine Service,Maruti Suzuki,Brezza,2017,SUNDAY,108
Wheel Alignment,Mahindra,XUV700,2013,SATURDAY,66
Engine Service,Kia,Seltos,2018,TUESDAY,112
Oil Change,Tata,Punch,2012,THURSDAY,39
Oil Change,Kia,Sonet,2017,FRIDAY,34
Engine Service,Tata,Harrier,2025,SUNDAY,98
Wheel Alignment,Mahindra,Bolero,2011,SUNDAY,66
Engine Service,Honda,Elevate,2009,WEDNESDAY,117
Diagnostics,Toyota,Fortuner,2025,FRIDAY,59
Diagnostics,Toyota,Fortuner,2011,FRIDAY,76
Brake Service,Kia,Seltos,2008,TUESDAY,77
Brake Service,Hyundai,i20,2008,TUESDAY,68
Oil Change,Mahindra,Bolero,2020,SUNDAY,35
Transmission Service,Mahindra,Bolero,2014,MONDAY,132
Brake Service,Kia,Sonet,2011,FRIDAY,74
Diagnostics,Toyota,Glanza,2022,FRIDAY,68
Oil Change,Ford,EcoSport,2011,FRIDAY,34
Oil Change,Hyundai,i20,2014,THURSDAY,35
Brake Service,Maruti Suzuki,Swift,2015,WEDNESDAY,72
Wheel Alignment,Tata,Nexon,2020,THURSDAY,52
Wheel Alignment,Mahindra,Scorpio,2025,THURSDAY,53
Wheel Alignment,Hyundai,Verna,2012,SUNDAY,60
Battery Replacement,Maruti Suzuki,Ertiga,2019,FRIDAY,34
Battery Replacement,Mahindra,Scorpio,2013,TUESDAY,36
Battery Replacement,Maruti Suzuki,Swift,2018,TUESDAY,39
Wheel Alignment,Ford,EcoSport,2016,THURSDAY,63
Wheel Alignment,Ford,Figo,2017,FRIDAY,56
Brake Service,Honda,Elevate,2021,WEDNESDAY,74
Battery Replacement,Maruti Suzuki,Baleno,2025,TUESDAY,34
General Inspection,Tata,Harrier,2018,SATURDAY,55
Brake Service,Honda,City,2013,SATURDAY,86
Oil Change,Hyundai,Creta,2020,TUESDAY,27
Battery Replacement,Maruti Suzuki,Swift,2023,TUESDAY,41
Diagnostics,Ford,EcoSport,2021,SUNDAY,60
Wheel Alignment,Honda,Elevate,2019,FRIDAY,54
Engine Service,Mahindra,XUV700,2013,FRIDAY,121
Wheel Alignment,Tata,Harrier,2012,SATURDAY,69
General Inspection,Mahindra,Scorpio,2019,FRIDAY,44
General Inspection,Ford,EcoSport,2009,WEDNESDAY,51
Oil Change,Mahindra,Scorpio,2010,WEDNESDAY,34
Diagnostics,Ford,Figo,2016,THURSDAY,62
Tire Replacement,Mahindra,XUV700,2017,THURSDAY,54
Engine Service,Toyota,Innova,2022,MONDAY,90
Transmission Service,Ford,EcoSport,2016,WEDNESDAY,142
Transmission Service,Honda,City,2018,TUESDAY,117
Tire Replacement,Honda,City,2024,TUESDAY,46
AC Repair,Maruti Suzuki,Swift,2014,TUESDAY,84
Transmission Service,Tata,Punch,2009,FRIDAY,136
Diagnostics,Tata,Nexon,2019,SUNDAY,69
Tire Replacement,Hyundai,Venue,2025,THURSDAY,51
Battery Replacement,Mahindra,Bolero,2010,WEDNESDAY,43
Wheel Alignment,Kia,Sonet,2014,WEDNESDAY,62
Tire Replacement,Ford,EcoSport,2011,FRIDAY,54
AC Repair,Ford,EcoSport,2017,WEDNESDAY,76
AC Repair,Ford,EcoSport,2023,THURSDAY,72
Transmission Service,Kia,Seltos,2017,TUESDAY,105
Tire Replacement,Kia,Seltos,2026,FRIDAY,39
AC Repair,Toyota,Glanza,2009,FRIDAY,80
Transmission Service,Hyundai,i20,2011,MONDAY,127
Diagnostics,Honda,Elevate,2008,FRIDAY,67
Tire Replacement,Mahindra,XUV700,2011,SATURDAY,66
Engine Service,Toyota,Glanza,2013,SATURDAY,126
Wheel Alignment,Kia,Sonet,2024,SUNDAY,49
Transmission Service,Ford,Figo,2022,TUESDAY,124
Engine Service,Mahindra,Scorpio,2018,SATURDAY,111
Engine Service,Tata,Nexon,2026,MONDAY,82
Battery Replacement,Tata,Nexon,2022,SATURDAY,37
Transmission Service,Maruti Suzuki,Baleno,2017,FRIDAY,130
Engine Service,Honda,Elevate,2022,MONDAY,74
Transmission Service,Toyota,Glanza,2018,SUNDAY,151
General Inspection,Toyota,Innova,2021,THURSDAY,43
AC Repair,Maruti Suzuki,Swift,2013,SATURDAY,89
Tire Replacement,Hyundai,Creta,2024,FRIDAY,46
Engine Service,Maruti Suzuki,Swift,2026,TUESDAY,98
Transmission Service,Ford,EcoSport,2016,WEDNESDAY,112
Oil Change,Tata,Nexon,2022,THURSDAY,29
Transmission Service,Hyundai,Venue,2018,TUESDAY,120
AC Repair,Honda,City,2019,MONDAY,73
Brake Service,Hyundai,Verna,2008,SUNDAY,81
Battery Replacement,Kia,Seltos,2011,MONDAY,39
Transmission Service,Honda,Elevate,2010,MONDAY,142
Battery Replacement,Ford,Figo,2012,SATURDAY,54
Brake Service,Mahindra,XUV700,2015,SATURDAY,71
Engine Service,Mahindra,Bolero,2011,SUNDAY,122
Engine Service,Maruti Suzuki,Swift,2017,WEDNESDAY,104
Tire Replacement,Ford,EcoSport,2020,MONDAY,49
Brake Service,Ford,EcoSport,2020,SUNDAY,60
General Inspection,Honda,Elevate,2019,FRIDAY,51
Transmission Service,Kia,Seltos,2014,WEDNESDAY,138
Oil Change,Mahindra,Bolero,2018,SUNDAY,40
AC Repair,Maruti Suzuki,Ertiga,2017,THURSDAY,76
Brake Service,Kia,Sonet,2015,FRIDAY,69
Diagnostics,Tata,Harrier,2019,SUNDAY,67
Wheel Alignment,Honda,Amaze,2009,SATURDAY,66
Battery Replacement,Honda,Amaze,2023,TUESDAY,30
Engine Service,Kia,Sonet,2021,MONDAY,100
Brake Service,Honda,Amaze,2013,FRIDAY,82
Wheel Alignment,Maruti Suzuki,Brezza,2010,MONDAY,63
General Inspection,Ford,Figo,2014,WEDNESDAY,39
Wheel Alignment,Kia,Sonet,2009,WEDNESDAY,57
General Inspection,Hyundai,Creta,2025,FRIDAY,47
Tire Replacement,Hyundai,Venue,2012,THURSDAY,53
AC Repair,Honda,Amaze,2012,SUNDAY,87
Wheel Alignment,Toyota,Glanza,2011,FRIDAY,62
Transmission Service,Honda,Elevate,2018,SUNDAY,145
AC Repair,Hyundai,Verna,2023,THURSDAY,74
Wheel Alignment,Hyundai,Creta,2013,FRIDAY,51
Transmission Service,Ford,Figo,2018,SUNDAY,139
Brake Service,Maruti Suzuki,Baleno,2018,FRIDAY,69
Diagnostics,Maruti Suzuki,Brezza,2016,TUESDAY,56
Oil Change,Kia,Seltos,2011,SUNDAY,35
Wheel Alignment,Hyundai,Creta,2017,TUESDAY,62
Transmission Service,Maruti Suzuki,Brezza,2014,FRIDAY,127
Brake Service,Honda,Elevate,2015,TUESDAY,70
AC Repair,Toyota,Glanza,2022,MONDAY,75
Oil Change,Hyundai,i20,2019,TUESDAY,31
Engine Service,Kia,Seltos,2013,FRIDAY,113
Wheel Alignment,Tata,Nexon,2016,MONDAY,58
Battery Replacement,Honda,City,2009,SATURDAY,45
Battery Replacement,Hyundai,Venue,2016,MONDAY,36
Oil Change,Hyundai,Verna,2026,SUNDAY,33
Tire Replacement,Tata,Harrier,2019,SUNDAY,52
Tire Replacement,Maruti Suzuki,Swift,2023,SATURDAY,52
Battery Replacement,Tata,Harrier,2025,THURSDAY,34
Oil Change,Ford,EcoSport,2020,WEDNESDAY,35
Tire Replacement,Tata,Altroz,2019,MONDAY,44
Diagnostics,Toyota,Innova,2013,WEDNESDAY,74
Tire Replacement,Tata,Punch,2011,MONDAY,54
Engine Service,Hyundai,i20,2014,WEDNESDAY,96
AC Repair,Honda,City,2023,MONDAY,78
Battery Replacement,Kia,Sonet,2013,MONDAY,42
Oil Change,Hyundai,Venue,2015,THURSDAY,33
AC Repair,Tata,Nexon,2026,WEDNESDAY,76
Transmission Service,Hyundai,i20,2018,THURSDAY,160
Diagnostics,Mahindra,XUV700,2009,MONDAY,62
Transmission Service,Hyundai,i20,2022,TUESDAY,126
Transmission Service,Ford,EcoSport,2014,SUNDAY,154
Battery Replacement,Tata,Nexon,2011,TUESDAY,36
Engine Service,Kia,Seltos,2024,THURSDAY,102
Diagnostics,Tata,Altroz,2011,MONDAY,60
Wheel Alignment,Mahindra,Bolero,2016,SATURDAY,62
Diagnostics,Maruti Suzuki,Baleno,2025,SUNDAY,63
General Inspection,Ford,EcoSport,2022,WEDNESDAY,41
Battery Replacement,Honda,Amaze,2017,SUNDAY,46
Battery Replacement,Tata,Harrier,2012,MONDAY,41
Brake Service,Tata,Altroz,2026,WEDNESDAY,59
General Inspection,Tata,Nexon,2026,WEDNESDAY,37
Diagnostics,Tata,Punch,2008,TUESDAY,75
Battery Replacement,Kia,Sonet,2018,MONDAY,39
AC Repair,Maruti Suzuki,Brezza,2017,SATURDAY,93
Engine Service,Hyundai,Creta,2016,WEDNESDAY,105
Engine Service,Mahindra,XUV700,2020,MONDAY,89
Battery Replacement,Maruti Suzuki,Swift,2026,SATURDAY,47
Engine Service,Maruti Suzuki,Baleno,2021,FRIDAY,115
AC Repair,Toyota,Fortuner,2025,THURSDAY,71
Engine Service,Kia,Seltos,2014,THURSDAY,114
AC Repair,Hyundai,i20,2024,FRIDAY,74
Oil Change,Honda,Amaze,2025,MONDAY,34
Transmission Service,Maruti Suzuki,Swift,2023,WEDNESDAY,113
General Inspection,Kia,Sonet,2009,MONDAY,44
AC Repair,Honda,Amaze,2012,SUNDAY,92
Tire Replacement,Toyota,Fortuner,2016,FRIDAY,57
AC Repair,Toyota,Glanza,2009,FRIDAY,89
Engine Service,Kia,Sonet,2016,THURSDAY,106
Battery Replacement,Tata,Nexon,2013,MONDAY,43
Diagnostics,Tata,Nexon,2019,WEDNESDAY,60
Oil Change,Honda,City,2008,MONDAY,39
AC Repair,Honda,Amaze,2020,THURSDAY,76
Tire Replacement,Maruti Suzuki,Swift,2008,FRIDAY,48
Transmission Service,Maruti Suzuki,Swift,2016,MONDAY,132
AC Repair,Hyundai,i20,2026,SUNDAY,81
Battery Replacement,Honda,City,2023,TUESDAY,33
Diagnostics,Ford,EcoSport,2020,MONDAY,50
Wheel Alignment,Maruti Suzuki,Brezza,2023,WEDNESDAY,50
AC Repair,Honda,City,2009,MONDAY,94
Transmission Service,Toyota,Fortuner,2015,TUESDAY,125
AC Repair,Maruti Suzuki,Swift,2015,THURSDAY,82
General Inspection,Mahindra,XUV700,2025,SATURDAY,47
Brake Service,Toyota,Glanza,2024,TUESDAY,62
Wheel Alignment,Tata,Nexon,2014,SATURDAY,53
Wheel Alignment,Hyundai,i20,2019,TUESDAY,53
AC Repair,Kia,Seltos,2022,WEDNESDAY,78
AC Repair,Toyota,Glanza,2026,SATURDAY,79
Diagnostics,Tata,Nexon,2011,MONDAY,70
Engine Service,Tata,Harrier,2008,SUNDAY,127
General Inspection,Tata,Altroz,2015,FRIDAY,53
Diagnostics,Toyota,Innova,2012,THURSDAY,69
Engine Service,Maruti Suzuki,Brezza,2016,SATURDAY,124
Brake Service,Tata,Punch,2015,SUNDAY,82
Tire Replacement,Kia,Sonet,2013,TUESDAY,49
Brake Service,Ford,EcoSport,2008,WEDNESDAY,78
Engine Service,Tata,Harrier,2011,FRIDAY,118
General Inspection,Kia,Seltos,2013,SUNDAY,48
Transmission Service,Hyundai,Venue,2020,MONDAY,121
Oil Change,Hyundai,Verna,2013,TUESDAY,38
Oil Change,Hyundai,i20,2012,FRIDAY,38
Tire Replacement,Tata,Punch,2010,MONDAY,61
Battery Replacement,Honda,City,2026,SATURDAY,44
AC Repair,Maruti Suzuki,Ertiga,2010,TUESDAY,98
Engine Service,Mahindra,XUV700,2023,SATURDAY,111
AC Repair,Kia,Sonet,2015,SUNDAY,89
Wheel Alignment,Toyota,Glanza,2009,WEDNESDAY,51
Battery Replacement,Tata,Punch,2021,TUESDAY,39
Oil Change,Maruti Suzuki,Swift,2018,TUESDAY,31
Oil Change,Mahindra,Scorpio,2014,SATURDAY,37
Wheel Alignment,Honda,Amaze,2025,THURSDAY,60
General Inspection,Ford,Figo,2025,TUESDAY,42
General Inspection,Tata,Punch,2013,THURSDAY,49
Diagnostics,Hyundai,Verna,2021,SATURDAY,72
AC Repair,Tata,Altroz,2016,MONDAY,63
Transmission Service,Ford,Figo,2025,THURSDAY,98
Transmission Service,Toyota,Glanza,2022,SUNDAY,137
General Inspection,Tata,Nexon,2014,WEDNESDAY,50
General Inspection,Toyota,Fortuner,2026,THURSDAY,40
Wheel Alignment,Tata,Altroz,2015,WEDNESDAY,63
Wheel Alignment,Hyundai,Venue,2021,SATURDAY,54
AC Repair,Tata,Nexon,2012,MONDAY,77
Wheel Alignment,Mahindra,XUV700,2019,WEDNESDAY,60
Transmission Service,Tata,Nexon,2020,SATURDAY,140
General Inspection,Maruti Suzuki,Swift,2023,SUNDAY,39
Tire Replacement,Maruti Suzuki,Baleno,2022,TUESDAY,54
Tire Replacement,Toyota,Innova,2018,SATURDAY,57
Transmission Service,Toyota,Fortuner,2024,SUNDAY,137
Engine Service,Toyota,Fortuner,2021,FRIDAY,103
Oil Change,Kia,Sonet,2016,SUNDAY,37
General Inspection,Maruti Suzuki,Swift,2013,MONDAY,43
Battery Replacement,Mahindra,Scorpio,2014,SATURDAY,46
Battery Replacement,Honda,City,2011,SATURDAY,46
AC Repair,Hyundai,Venue,2024,THURSDAY,89
Diagnostics,Tata,Nexon,2024,THURSDAY,57
Oil Change,Hyundai,Creta,2013,MONDAY,37
Transmission Service,Ford,EcoSport,2010,MONDAY,142
Wheel Alignment,Hyundai,i20,2014,WEDNESDAY,62
General Inspection,Honda,City,2023,SATURDAY,45
General Inspection,Ford,Figo,2009,SUNDAY,52
AC Repair,Tata,Harrier,2009,SATURDAY,80
Engine Service,Toyota,Innova,2026,SATURDAY,98
Diagnostics,Mahindra,Scorpio,2008,SATURDAY,89
General Inspection,Maruti Suzuki,Baleno,2022,WEDNESDAY,43
General Inspection,Hyundai,Verna,2013,FRIDAY,53
Engine Service,Ford,EcoSport,2023,TUESDAY,95
Oil Change,Honda,Amaze,2011,THURSDAY,31
General Inspection,Kia,Seltos,2025,SATURDAY,40
Diagnostics,Tata,Altroz,2014,SATURDAY,72
Transmission Service,Kia,Sonet,2023,THURSDAY,127
Diagnostics,Mahindra,XUV700,2009,THURSDAY,58
AC Repair,Maruti Suzuki,Swift,2013,SUNDAY,89
Engine Service,Mahindra,Scorpio,2022,SUNDAY,105
Engine Service,Hyundai,i20,2013,SATURDAY,119
Tire Replacement,Tata,Altroz,2020,TUESDAY,57
Battery Replacement,Maruti Suzuki,Brezza,2026,MONDAY,36
AC Repair,Mahindra,Scorpio,2016,THURSDAY,72
Diagnostics,Hyundai,Verna,2022,SATURDAY,65
Transmission Service,Maruti Suzuki,Baleno,2026,SUNDAY,128
Brake Service,Tata,Nexon,2018,MONDAY,65
Wheel Alignment,Tata,Punch,2010,MONDAY,49
Diagnostics,Hyundai,Creta,2014,WEDNESDAY,75
Engine Service,Toyota,Innova,2017,SUNDAY,116
Tire Replacement,Maruti Suzuki,Baleno,2026,TUESDAY,43
Engine Service,Maruti Suzuki,Baleno,2008,MONDAY,123
Wheel Alignment,Maruti Suzuki,Brezza,2010,SUNDAY,75
Oil Change,Tata,Nexon,2019,MONDAY,33
AC Repair,Ford,Figo,2025,THURSDAY,69
Tire Replacement,Honda,Elevate,2018,TUESDAY,45
Wheel Alignment,Maruti Suzuki,Swift,2008,WEDNESDAY,61
Wheel Alignment,Ford,Figo,2016,SUNDAY,62
Battery Replacement,Ford,Figo,2011,WEDNESDAY,37
Brake Service,Maruti Suzuki,Baleno,2025,SUNDAY,68
General Inspection,Ford,Figo,2018,SUNDAY,51
Brake Service,Ford,EcoSport,2018,WEDNESDAY,68
Wheel Alignment,Tata,Punch,2009,SUNDAY,62
Battery Replacement,Honda,Elevate,2020,MONDAY,33
Battery Replacement,Toyota,Glanza,2021,SUNDAY,40
Wheel Alignment,Kia,Sonet,2022,TUESDAY,37
Oil Change,Mahindra,XUV700,2022,MONDAY,33
Engine Service,Ford,EcoSport,2019,THURSDAY,99
Wheel Alignment,Ford,EcoSport,2023,SATURDAY,59
Diagnostics,Mahindra,Scorpio,2015,FRIDAY,62
Oil Change,Tata,Punch,2017,SUNDAY,39
Brake Service,Ford,EcoSport,2020,MONDAY,67
Battery Replacement,Tata,Harrier,2016,SUNDAY,43
AC Repair,Tata,Punch,2013,FRIDAY,74
Engine Service,Toyota,Innova,2022,THURSDAY,90
Diagnostics,Kia,Seltos,2012,THURSDAY,66
General Inspection,Honda,Amaze,2014,SATURDAY,44
Diagnostics,Kia,Seltos,2019,FRIDAY,59
Battery Replacement,Honda,Elevate,2021,SATURDAY,39
Oil Change,Kia,Seltos,2016,FRIDAY,35
Engine Service,Kia,Seltos,2013,MONDAY,99
Tire Replacement,Toyota,Innova,2019,SUNDAY,46
Oil Change,Tata,Punch,2014,FRIDAY,35
Brake Service,Ford,Figo,2016,SUNDAY,75
Oil Change,Mahindra,XUV700,2018,THURSDAY,28
Engine Service,Ford,Figo,2018,WEDNESDAY,103
Wheel Alignment,Tata,Punch,2010,FRIDAY,62
Engine Service,Toyota,Innova,2013,THURSDAY,102
Tire Replacement,Kia,Seltos,2022,SATURDAY,55
Battery Replacement,Tata,Altroz,2023,MONDAY,37
General Inspection,Maruti Suzuki,Brezza,2019,SATURDAY,53
General Inspection,Ford,EcoSport,2021,TUESDAY,40
Oil Change,Toyota,Innova,2025,WEDNESDAY,32
Engine Service,Kia,Seltos,2009,WEDNESDAY,111
Battery Replacement,Maruti Suzuki,Brezza,2026,MONDAY,37
Battery Replacement,Tata,Nexon,2013,SATURDAY,53
AC Repair,Hyundai,i20,2016,TUESDAY,76
General Inspection,Hyundai,Verna,2025,MONDAY,38
General Inspection,Ford,Figo,2008,TUESDAY,48
Tire Replacement,Ford,EcoSport,2018,SATURDAY,55
